"COUNTY","FullAddress","STATE","Month","Date","Year","lon","lat"
"OKLAHOMA ","  6706 24TH NW ST, DEL CITY , OK","OK",3,28,2001,-97.4273015,35.4399275
"OKLAHOMA ","  6607 32 NW, DEL CITY , OK","OK",3,31,2001,-97.4382364,35.5034873
"OKLAHOMA ","  7223 45TH NW ST, DEL CITY , OK","OK",7,3,2001,-97.4329043,35.4186415
"OKLAHOMA ","  4102 COUNCIL N  4, DEL CITY , OK","OK",8,17,2001,-97.4428071,35.4713939
"OKLAHOMA ","  3108 CHOCTAW S RD, DEL CITY , OK","OK",10,9,2001,-97.3276166,35.4777678
"OKLAHOMA ","  2808 CLARK  ST, DEL CITY , OK","OK",1,15,2002,-97.267222,35.498404
"OKLAHOMA ","  4720 CHOCTAW S RD, DEL CITY , OK","OK",5,1,2002,-97.3276138,35.4779225
"OKLAHOMA ","  721 SOONER S RD, EDMOND , OK","OK",12,28,2000,-97.4250053,35.6623433
"OKLAHOMA ","  4304 VICKIE S, EDMOND , OK","OK",1,24,2001,-97.5055094,35.6711499
"OKLAHOMA ","  3029 DEL RANCHO, EDMOND , OK","OK",1,23,2004,-97.4780954,35.6528323
"OKLAHOMA ","  4415 1/2 RENO E, EDMOND , OK","OK",7,9,2004,-97.8906402,35.6534238
"OKLAHOMA ","  4748 26TH SE ST, EDMOND , OK","OK",9,1,2004,-97.4698027,35.6304471
"OKLAHOMA ","  1305 MALLARD  DR, EDMOND , OK","OK",12,21,2004,-97.500275,35.6634332
"OKLAHOMA ","  4208 28TH SE ST, EDMOND , OK","OK",5,31,2006,-97.4726793,35.6280529
"OKLAHOMA ","  4773 26 SE ST, HARRAH , OK","OK",1,12,2001,-97.2320466,35.4379032
"OKLAHOMA ","  3912 LAMAR, HARRAH , OK","OK",5,17,2001,-97.1636408,35.4895085
"OKLAHOMA ","  21 EASTBROOK  DR, HARRAH , OK","OK",3,15,2002,-97.1636408,35.4895085
"OKLAHOMA ","  4409 SYCAMORE  LN, HARRAH , OK","OK",4,28,2002,-97.2163995,35.4544391
"OKLAHOMA ","  1412 PADDOCK, HARRAH , OK","OK",2,4,2006,-97.1593731,35.2307708
"OKLAHOMA ","  601 VISTA LANE S  80, LUTHER , OK","OK",10,14,2000,-97.195588,35.6617259
"OKLAHOMA ","  14 WOODLAND W DR, LUTHER , OK","OK",7,11,2001,-97.5016997,35.5191035
"OKLAHOMA ","  1202 BLACKWELDER N, LUTHER , OK","OK",3,10,2006,-97.195588,35.6617259
"OKLAHOMA ","  10101 BLANCHE  LN, MIDWEST CITY , OK","OK",1,12,2000,-97.3967019,35.4495065
"OKLAHOMA ","225 EAST EDWARDS STREET  , MIDWEST CITY , OK","OK",7,9,2000,-97.3967019,35.4495065
"OKLAHOMA ","  1237 PEBBLY N RD, MIDWEST CITY , OK","OK",8,9,2000,-97.3967019,35.4495065
"OKLAHOMA ","  19 LIBERTY LANE, MIDWEST CITY , OK","OK",9,26,2000,-97.4216009,35.4376265
"OKLAHOMA ","  23901 LYNN  LN, MIDWEST CITY , OK","OK",7,1,2001,-97.3416244,35.4522995
"OKLAHOMA ","19796 NORTHEAST 23RD, MIDWEST CITY , OK","OK",7,10,2001,-97.2885598,35.4931254
"OKLAHOMA ","  13925 HARRAH N RD, MIDWEST CITY , OK","OK",8,18,2001,-97.3967019,35.4495065
"OKLAHOMA ","  17501 HOGBACK N RD, MIDWEST CITY , OK","OK",9,25,2001,-97.3967019,35.4495065
"OKLAHOMA ","  21420 BOWMAN  RD, MIDWEST CITY , OK","OK",3,12,2002,-97.3805389,35.4396008
"OKLAHOMA ","  1317 AVERY, MIDWEST CITY , OK","OK",3,21,2002,-97.3489064,35.4516127
"OKLAHOMA ","  327 CAMPBELL W DR, MIDWEST CITY , OK","OK",7,21,2002,-97.402821,35.481384
"OKLAHOMA ","  1400 CHRISTINE  DR, MIDWEST CITY , OK","OK",8,22,2002,-97.3592142,35.4824207
"OKLAHOMA ","  1419 MIDWEST N BLVD 135, MIDWEST CITY , OK","OK",10,19,2002,-97.3886192,35.4844302
"OKLAHOMA ","  929 LOCUST N LN, MIDWEST CITY , OK","OK",11,13,2002,-97.3845156,35.4769307
"OKLAHOMA ","  8819 WINDY HOLLOW  DR 41, MIDWEST CITY , OK","OK",2,19,2003,-97.3746831,35.4770631
"OKLAHOMA ","  605 FOSTER  PL, MIDWEST CITY , OK","OK",4,9,2003,-97.4102519,35.4431645
"OKLAHOMA ","  902 ROSE E, MIDWEST CITY , OK","OK",4,25,2003,-97.3813142,35.4561891
"OKLAHOMA ","  713 PALMER  DR, MIDWEST CITY , OK","OK",6,16,2003,-97.3875217,35.443002
"OKLAHOMA ","  2009 CREEKRIDGE  DR, MIDWEST CITY , OK","OK",2,9,2004,-97.3780759,35.49086
"OKLAHOMA ","  10611 LE JEAN  DR, MIDWEST CITY , OK","OK",5,28,2004,-97.3416728,35.4583855
"OKLAHOMA ","  601 DOUGLAS N BLVD, NEWALLA , OK","OK",4,30,2001,-97.1629711,35.4051058
"OKLAHOMA ","  3804 SHADYWOOD N DR 105, NICOMA PARK , OK","OK",8,6,2001,-97.3230893,35.4911731
"OKLAHOMA ","  8700 17TH NE ST, OKLAHOMA CITY , OK","OK",1,3,2000,-97.3759129,35.4874395
"OKLAHOMA ","  9800 21ST NE ST 53, OKLAHOMA CITY , OK","OK",1,13,2000,-97.3563919,35.4911178
"OKLAHOMA ","  2504 MURRAY  DR, OKLAHOMA CITY , OK","OK",1,20,2000,-97.557171,35.417367
"OKLAHOMA ","  710 POPLAR N LN, OKLAHOMA CITY , OK","OK",2,4,2000,-97.3481401,35.4735042
"OKLAHOMA ","  6629 ZEBRA  ST, OKLAHOMA CITY , OK","OK",2,8,2000,-97.4143754,35.483866
"OKLAHOMA ","  1513 KUDU  ST, OKLAHOMA CITY , OK","OK",2,12,2000,-97.4148411,35.4837076
"OKLAHOMA ","  1801 ST LUKE N, OKLAHOMA CITY , OK","OK",2,22,2000,-97.3633886,35.4870715
"OKLAHOMA ","  104 ROSE E DR, OKLAHOMA CITY , OK","OK",3,6,2000,-97.400301,35.455876
"OKLAHOMA ","  110 LISA  LN, OKLAHOMA CITY , OK","OK",3,7,2000,-97.1591471,35.3018457
"OKLAHOMA ","  2700 MINSTER NW, OKLAHOMA CITY , OK","OK",3,13,2000,-97.3382418,35.4985799
"OKLAHOMA ","  1400 LAFAYETTE  DR, OKLAHOMA CITY , OK","OK",6,17,2000,-97.541171,35.415336
"OKLAHOMA ","  4322 BLACKWELDER N, OKLAHOMA CITY , OK","OK",7,6,2000,-97.5385243,35.5154651
"OKLAHOMA ","  3606 OKLAHOMA S, OKLAHOMA CITY , OK","OK",7,8,2000,-97.5102619,35.4288988
"OKLAHOMA ","  1115 YOUNGS N BLVD, OKLAHOMA CITY , OK","OK",7,12,2000,-97.552614,35.479239
"OKLAHOMA ","  421 26TH SE, OKLAHOMA CITY , OK","OK",7,18,2000,-97.504064,35.438695
"OKLAHOMA ","  2804 DURANGO  CIR, OKLAHOMA CITY , OK","OK",7,21,2000,-97.7373721,35.4366788
"OKLAHOMA ","  4401 NEBRASKA S, OKLAHOMA CITY , OK","OK",8,7,2000,-97.4795724,35.4217308
"OKLAHOMA ","  7817 YOUNG S, OKLAHOMA CITY , OK","OK",8,7,2000,-97.3179767,35.4427776
"OKLAHOMA ","  2130 59TH SE ST 122, OKLAHOMA CITY , OK","OK",8,9,2000,-97.4741825,35.4056012
"OKLAHOMA ","  4212 16TH NW ST, OKLAHOMA CITY , OK","OK",8,10,2000,-97.595121,35.485759
"OKLAHOMA ","  2424 39TH SW ST, OKLAHOMA CITY , OK","OK",8,15,2000,-97.555732,35.42537
"OKLAHOMA ","  8091 23 NW ST, OKLAHOMA CITY , OK","OK",8,19,2000,-97.6557223,35.4940228
"OKLAHOMA ","  2801 42ND SW ST 11, OKLAHOMA CITY , OK","OK",8,28,2000,-97.563513,35.422949
"OKLAHOMA ","  2620 SANTA FE S, OKLAHOMA CITY , OK","OK",8,29,2000,-97.5124139,35.4385807
"OKLAHOMA ","  4628 BROOKLINE N, OKLAHOMA CITY , OK","OK",9,6,2000,-97.5662986,35.5182108
"OKLAHOMA ","  1157 89TH NW, OKLAHOMA CITY , OK","OK",9,7,2000,-97.533743,35.561862
"OKLAHOMA ","  3917 LIBERTY  DR, OKLAHOMA CITY , OK","OK",9,14,2000,-97.5886249,35.481756
"OKLAHOMA ","  5500 BARNES S, OKLAHOMA CITY , OK","OK",10,1,2000,-97.5493937,35.4106147
"OKLAHOMA ","  1317 31ST SW ST, OKLAHOMA CITY , OK","OK",10,5,2000,-97.5399489,35.433737
"OKLAHOMA ","  600 79TH SE ST, OKLAHOMA CITY , OK","OK",10,12,2000,-97.5013479,35.387184
"OKLAHOMA ","  2308 12TH SE ST, OKLAHOMA CITY , OK","OK",10,18,2000,-97.471743,35.452273
"OKLAHOMA ","  12209 28TH SW, OKLAHOMA CITY , OK","OK",10,18,2000,-97.744137,35.4368399
"OKLAHOMA ","  2709 1/2 35TH SW, OKLAHOMA CITY , OK","OK",11,2,2000,-97.5533688,35.4292341
"OKLAHOMA ","  706 26TH NW, OKLAHOMA CITY , OK","OK",11,8,2000,-97.5245486,35.4962291
"OKLAHOMA ","  10900 POWELL  RD, OKLAHOMA CITY , OK","OK",11,10,2000,-97.319546,35.359083
"OKLAHOMA ","  1735 11TH NW, OKLAHOMA CITY , OK","OK",11,15,2000,-97.54035,35.480988
"OKLAHOMA ","  1320 38TH SE, OKLAHOMA CITY , OK","OK",11,16,2000,-97.489128,35.4261117
"OKLAHOMA ","  3949 23RD NW ST, OKLAHOMA CITY , OK","OK",11,17,2000,-97.590114,35.493558
"OKLAHOMA ","  11239 PENNSYLVANIA N AVE 1010, OKLAHOMA CITY , OK","OK",11,18,2000,-97.551331,35.58339
"OKLAHOMA ","  3524 51ST NW ST 2, OKLAHOMA CITY , OK","OK",11,18,2000,-97.5803507,35.5229284
"OKLAHOMA ","  4100 POST S RD, OKLAHOMA CITY , OK","OK",12,1,2000,-97.350299,35.423748
"OKLAHOMA ","  828 4TH SE, OKLAHOMA CITY , OK","OK",12,8,2000,-97.497607,35.460875
"OKLAHOMA ","  12224 15TH SW TER, OKLAHOMA CITY , OK","OK",12,16,2000,-97.744491,35.45223
"OKLAHOMA ","  2432 18TH NW ST, OKLAHOMA CITY , OK","OK",12,17,2000,-97.556434,35.487733
"OKLAHOMA ","  605 27TH SW ST, OKLAHOMA CITY , OK","OK",12,18,2000,-97.524069,35.437587
"OKLAHOMA ","  504 22ND SE ST, OKLAHOMA CITY , OK","OK",12,26,2000,-97.5032738,35.4427495
"OKLAHOMA ","  2749 1/2 22ND NW ST, OKLAHOMA CITY , OK","OK",12,28,2000,-97.5407284,35.4925852
"OKLAHOMA ","  3240 15TH NW, OKLAHOMA CITY , OK","OK",1,4,2001,-97.574157,35.484789
"OKLAHOMA ","  7300 13TH NW ST, OKLAHOMA CITY , OK","OK",1,4,2001,-97.640705,35.482649
"OKLAHOMA ","  2141 50TH SW ST, OKLAHOMA CITY , OK","OK",1,6,2001,-97.5498104,35.4151216
"OKLAHOMA ","  5025 BRIARWOOD  DR, OKLAHOMA CITY , OK","OK",1,9,2001,-97.4552977,35.4149795
"OKLAHOMA ","  804 ANITA N DR, OKLAHOMA CITY , OK","OK",1,12,2001,-97.641791,35.4759839
"OKLAHOMA ","  6305 SANTA FE S  4, OKLAHOMA CITY , OK","OK",1,17,2001,-97.5125099,35.4030093
"OKLAHOMA ","  6804 LANCER  LN, OKLAHOMA CITY , OK","OK",2,2,2001,-97.632623,35.5459419
"OKLAHOMA ","  1320 28TH SE, OKLAHOMA CITY , OK","OK",2,7,2001,-97.540135,35.4360394
"OKLAHOMA ","  2941 1/2 27TH SW ST 1/2, OKLAHOMA CITY , OK","OK",2,10,2001,-97.5420311,35.4373798
"OKLAHOMA ","  330 23RD SE ST, OKLAHOMA CITY , OK","OK",2,20,2001,-97.5052174,35.4413134
"OKLAHOMA ","  2400 MACARTHUR N, OKLAHOMA CITY , OK","OK",2,22,2001,-97.6185724,35.4936891
"OKLAHOMA ","  2400 MCARTHUR S ST 115, OKLAHOMA CITY , OK","OK",2,22,2001,-97.6164973,35.4402404
"OKLAHOMA ","  425 26TH SE ST, OKLAHOMA CITY , OK","OK",2,27,2001,-97.5038767,35.4386222
"OKLAHOMA ","  711 28TH SE ST, OKLAHOMA CITY , OK","OK",3,5,2001,-97.4986598,35.436572
"OKLAHOMA ","  1237 PEEBLY N RD, OKLAHOMA CITY , OK","OK",3,6,2001,-97.2125366,35.451966
"OKLAHOMA ","  1128 25TH SW ST, OKLAHOMA CITY , OK","OK",3,6,2001,-97.5359908,35.439198
"OKLAHOMA ","  11010 MAY N AVE 234, OKLAHOMA CITY , OK","OK",3,13,2001,-97.5671701,35.5824442
"OKLAHOMA ","  904 TABOR  DR, OKLAHOMA CITY , OK","OK",3,15,2001,-97.5859965,35.4754638
"OKLAHOMA ","  4219 YOUNG N  141, OKLAHOMA CITY , OK","OK",3,19,2001,-97.6090877,35.2794957
"OKLAHOMA ","  1720 14TH NW ST, OKLAHOMA CITY , OK","OK",3,20,2001,-97.5399341,35.4839976
"OKLAHOMA ","  2400 MACARTHUR N  115, OKLAHOMA CITY , OK","OK",3,31,2001,-97.6185724,35.4936891
"OKLAHOMA ","  3836 11TH NW, OKLAHOMA CITY , OK","OK",4,4,2001,-97.5872722,35.4803817
"OKLAHOMA ","  2913 26TH SW, OKLAHOMA CITY , OK","OK",4,10,2001,-97.5662909,35.4384901
"OKLAHOMA ","  4680 PENNY W, OKLAHOMA CITY , OK","OK",4,11,2001,-97.6038152,35.4761535
"OKLAHOMA ","  1535 34TH NW ST, OKLAHOMA CITY , OK","OK",4,11,2001,-97.5384347,35.5055192
"OKLAHOMA ","  6100 MACARTHUR PARK  LN 2006, OKLAHOMA CITY , OK","OK",4,15,2001,-97.621887,35.491771
"OKLAHOMA ","  1916 ANN ARBOR N PL, OKLAHOMA CITY , OK","OK",4,23,2001,-97.610603,35.489063
"OKLAHOMA ","  1324 44TH NW ST, OKLAHOMA CITY , OK","OK",5,2,2001,-97.533917,35.5168939
"OKLAHOMA ","  501 44TH SE  131, OKLAHOMA CITY , OK","OK",5,6,2001,-97.5019945,35.422607
"OKLAHOMA ","  330 23RD SE ST, OKLAHOMA CITY , OK","OK",5,7,2001,-97.5052174,35.4413134
"OKLAHOMA ","  12115 89TH SE ST, OKLAHOMA CITY , OK","OK",5,9,2001,-97.315212,35.378388
"OKLAHOMA ","  4022 MERIDIAN N, OKLAHOMA CITY , OK","OK",5,10,2001,-97.601099,35.5126669
"OKLAHOMA ","  10900 POWELL  RD, OKLAHOMA CITY , OK","OK",5,14,2001,-97.319546,35.359083
"OKLAHOMA ","  1027 66 SW ST, OKLAHOMA CITY , OK","OK",5,19,2001,-97.53335,35.399757
"OKLAHOMA ","  1505 49TH TERRACE SE, OKLAHOMA CITY , OK","OK",5,22,2001,-97.485529,35.415725
"OKLAHOMA ","  5500 BARNES S ST, OKLAHOMA CITY , OK","OK",5,24,2001,-97.5493937,35.4106147
"OKLAHOMA ","  4601 SHALLOWBROOK  DR, OKLAHOMA CITY , OK","OK",6,5,2001,-97.484244,35.419225
"OKLAHOMA ","  1344 WILLIAMS  DR, OKLAHOMA CITY , OK","OK",6,9,2001,-97.5412319,35.417529
"OKLAHOMA ","  6040 BRITTON W RD D, OKLAHOMA CITY , OK","OK",6,17,2001,-97.6238804,35.5656033
"OKLAHOMA ","  3605 LIBERTY W, OKLAHOMA CITY , OK","OK",6,19,2001,-97.5814521,35.4816591
"OKLAHOMA ","  226 41ST SW ST, OKLAHOMA CITY , OK","OK",7,4,2001,-97.517359,35.423439
"OKLAHOMA ","  2701 46TH SW TER, OKLAHOMA CITY , OK","OK",7,7,2001,-97.561115,35.417982
"OKLAHOMA ","  3803 42ND SW ST, OKLAHOMA CITY , OK","OK",7,9,2001,-97.5856818,35.4223618
"OKLAHOMA ","  4100 10TH NW  108, OKLAHOMA CITY , OK","OK",7,10,2001,-97.592505,35.478423
"OKLAHOMA ","  2317 LINDLEY W, OKLAHOMA CITY , OK","OK",7,15,2001,-97.5522915,35.4656967
"OKLAHOMA ","  3527 38TH SW, OKLAHOMA CITY , OK","OK",7,18,2001,-97.5800579,35.42681
"OKLAHOMA ","  4031 8TH NW ST, OKLAHOMA CITY , OK","OK",7,25,2001,-97.5913507,35.4754198
"OKLAHOMA ","  3217 GOFF S, OKLAHOMA CITY , OK","OK",7,26,2001,-97.5805323,35.4326511
"OKLAHOMA ","  11900 ECKER N DR, OKLAHOMA CITY , OK","OK",7,27,2001,-97.410535,35.590596
"OKLAHOMA ","  1140 48TH SW ST, OKLAHOMA CITY , OK","OK",8,1,2001,-97.5366679,35.4166711
"OKLAHOMA ","  121 15TH SE ST, OKLAHOMA CITY , OK","OK",8,6,2001,-97.5104187,35.4497581
"OKLAHOMA ","  416 12TH SW, OKLAHOMA CITY , OK","OK",8,7,2001,-97.51981,35.452655
"OKLAHOMA ","  3327a 28TH SW ST, OKLAHOMA CITY , OK","OK",8,9,2001,-97.5757784,35.4361092
"OKLAHOMA ","  522 WESTWOOD  CT, OKLAHOMA CITY , OK","OK",8,10,2001,-97.6578375,35.4736879
"OKLAHOMA ","  128 56 SW ST, OKLAHOMA CITY , OK","OK",8,10,2001,-97.5160015,35.4092281
"OKLAHOMA ","  3333 46TH SW ST, OKLAHOMA CITY , OK","OK",8,16,2001,-97.576089,35.419239
"OKLAHOMA ","  4117 HARVEY S AVE, OKLAHOMA CITY , OK","OK",8,30,2001,-97.518548,35.424007
"OKLAHOMA ","  3927 BARNES N AVE, OKLAHOMA CITY , OK","OK",9,3,2001,-97.549394,35.510789
"OKLAHOMA ","  6301 SANTA FE S  3, OKLAHOMA CITY , OK","OK",9,4,2001,-97.512958,35.402997
"OKLAHOMA ","  7619 SACRAMENTO S DR, OKLAHOMA CITY , OK","OK",9,4,2001,-97.525766,35.3896342
"OKLAHOMA ","  9516 SHIELDS S BLVD 118, OKLAHOMA CITY , OK","OK",9,4,2001,-97.498904,35.3711709
"OKLAHOMA ","  3417 INDEPENDENCE S AVE, OKLAHOMA CITY , OK","OK",9,17,2001,-97.5746843,35.4308503
"OKLAHOMA ","  2750 59TH SE ST B, OKLAHOMA CITY , OK","OK",9,23,2001,-97.464114,35.405321
"OKLAHOMA ","  2823 HUDSON N ST, OKLAHOMA CITY , OK","OK",9,27,2001,-97.519224,35.498266
"OKLAHOMA ","  3544 37 SW ST, OKLAHOMA CITY , OK","OK",9,30,2001,-97.5808985,35.4272906
"OKLAHOMA ","  3504 GOFF S AVE, OKLAHOMA CITY , OK","OK",10,12,2001,-97.5791362,35.430164
"OKLAHOMA ","  2801 44TH NW ST, OKLAHOMA CITY , OK","OK",10,18,2001,-97.5634,35.51664
"OKLAHOMA ","  3208 86TH SW ST, OKLAHOMA CITY , OK","OK",10,24,2001,-97.5719359,35.380476
"OKLAHOMA ","  1604 BINKLEY SW AVE, OKLAHOMA CITY , OK","OK",11,7,2001,-97.546107,35.432316
"OKLAHOMA ","  8102 BRITTON W RD 10, OKLAHOMA CITY , OK","OK",12,12,2001,-97.657809,35.5649773
"OKLAHOMA ","  8112 W BRITTON N  10, OKLAHOMA CITY , OK","OK",12,31,2001,-97.6579263,35.5650603
"OKLAHOMA ","  2434 27 SW ST, OKLAHOMA CITY , OK","OK",1,5,2002,-97.5563099,35.437036
"OKLAHOMA ","  2232 1/2 34 NW ST, OKLAHOMA CITY , OK","OK",1,14,2002,-97.5662315,35.5054258
"OKLAHOMA ","  2616 36TH SW ST, OKLAHOMA CITY , OK","OK",1,23,2002,-97.559161,35.427405
"OKLAHOMA ","  2744 34TH SW ST, OKLAHOMA CITY , OK","OK",1,24,2002,-97.563281,35.429858
"OKLAHOMA ","  5526 23RD NW ST 119, OKLAHOMA CITY , OK","OK",1,28,2002,-97.6140124,35.4932643
"OKLAHOMA ","  3316 39 SW ST, OKLAHOMA CITY , OK","OK",1,29,2002,-97.5752967,35.4253861
"OKLAHOMA ","  1140 17TH SE ST, OKLAHOMA CITY , OK","OK",2,7,2002,-97.4887044,35.4475946
"OKLAHOMA ","  2309 WALNUT S, OKLAHOMA CITY , OK","OK",2,11,2002,-97.5088557,35.442552
"OKLAHOMA ","  2613 30TH SW, OKLAHOMA CITY , OK","OK",2,15,2002,-97.5597196,35.434347
"OKLAHOMA ","  2800 11TH NW, OKLAHOMA CITY , OK","OK",2,18,2002,-97.563616,35.480353
"OKLAHOMA ","  3217 40 SW, OKLAHOMA CITY , OK","OK",2,21,2002,-97.5733756,35.4249293
"OKLAHOMA ","  1118 INDIANA N AVE B, OKLAHOMA CITY , OK","OK",2,21,2002,-97.5410545,35.479502
"OKLAHOMA ","  1115 9 NW, OKLAHOMA CITY , OK","OK",2,27,2002,-97.5307603,35.477904
"OKLAHOMA ","  3808 CASHION  PL, OKLAHOMA CITY , OK","OK",3,1,2002,-97.586181,35.500774
"OKLAHOMA ","  2116 49 SW, OKLAHOMA CITY , OK","OK",3,3,2002,-97.548808,35.4156382
"OKLAHOMA ","  1312 38 SE, OKLAHOMA CITY , OK","OK",3,15,2002,-97.4894581,35.4261067
"OKLAHOMA ","  3420 QUAPAH  AVE, OKLAHOMA CITY , OK","OK",3,18,2002,-97.5853008,35.4301404
"OKLAHOMA ","  2720 74TH SW ST 30, OKLAHOMA CITY , OK","OK",4,4,2002,-97.562411,35.391165
"OKLAHOMA ","  1528 INDIANA S, OKLAHOMA CITY , OK","OK",4,11,2002,-97.5402171,35.4502765
"OKLAHOMA ","  812 26TH SE, OKLAHOMA CITY , OK","OK",4,17,2002,-97.4962835,35.4380546
"OKLAHOMA ","  2120 34TH NW, OKLAHOMA CITY , OK","OK",4,19,2002,-97.5485768,35.504655
"OKLAHOMA ","  5421 DREXEL S AVE, OKLAHOMA CITY , OK","OK",4,23,2002,-97.56994,35.410096
"OKLAHOMA ","  1921 8 NW ST, OKLAHOMA CITY , OK","OK",4,24,2002,-97.544358,35.477082
"OKLAHOMA ","  1103 CAROL N LN C, OKLAHOMA CITY , OK","OK",5,23,2002,-97.6242472,35.4795954
"OKLAHOMA ","  1517 42 NW ST, OKLAHOMA CITY , OK","OK",6,1,2002,-97.5375502,35.51481
"OKLAHOMA ","  2513 46 SW ST, OKLAHOMA CITY , OK","OK",6,11,2002,-97.5574843,35.4192481
"OKLAHOMA ","  137 25TH SE ST, OKLAHOMA CITY , OK","OK",6,11,2002,-97.508808,35.439707
"OKLAHOMA ","  1256 20TH SE ST, OKLAHOMA CITY , OK","OK",6,12,2002,-97.4872544,35.4439602
"OKLAHOMA ","  1512 62 SW ST, OKLAHOMA CITY , OK","OK",6,12,2002,-97.5453904,35.4021568
"OKLAHOMA ","  1608 BINKLEY SW ST, OKLAHOMA CITY , OK","OK",6,12,2002,-97.5462549,35.4323699
"OKLAHOMA ","  3229 PORTLAND S AVE, OKLAHOMA CITY , OK","OK",6,15,2002,-97.5835436,35.4316109
"OKLAHOMA ","  1638 WESTWOOD, OKLAHOMA CITY , OK","OK",6,24,2002,-97.5432672,35.4485778
"OKLAHOMA ","  3737 29TH NW ST, OKLAHOMA CITY , OK","OK",6,26,2002,-97.58505,35.498997
"OKLAHOMA ","  1638 WESTWOOD  BLVD, OKLAHOMA CITY , OK","OK",6,26,2002,-97.5432672,35.4485778
"OKLAHOMA ","  3212 45 SW ST, OKLAHOMA CITY , OK","OK",6,29,2002,-97.5716976,35.4194875
"OKLAHOMA ","  1823 9TH NW  1, OKLAHOMA CITY , OK","OK",7,1,2002,-97.5421146,35.4779451
"OKLAHOMA ","  2309 WALNUT S AVE, OKLAHOMA CITY , OK","OK",7,8,2002,-97.5088557,35.442552
"OKLAHOMA ","  6100 MACARTHUR PARK  LN 1608, OKLAHOMA CITY , OK","OK",7,9,2002,-97.621887,35.491771
"OKLAHOMA ","  6707 8TH NW, OKLAHOMA CITY , OK","OK",7,12,2002,-97.630777,35.4767729
"OKLAHOMA ","  708 60TH SE TER, OKLAHOMA CITY , OK","OK",7,12,2002,-97.4985212,35.4040347
"OKLAHOMA ","  2237 12 NW ST, OKLAHOMA CITY , OK","OK",8,2,2002,-97.551619,35.4821219
"OKLAHOMA ","  5732 16TH NW  2, OKLAHOMA CITY , OK","OK",8,14,2002,-97.6159388,35.4860176
"OKLAHOMA ","  1608 OAKHILL, OKLAHOMA CITY , OK","OK",8,16,2002,-97.643251,35.485543
"OKLAHOMA ","  3240 15TH NW, OKLAHOMA CITY , OK","OK",8,19,2002,-97.574157,35.484789
"OKLAHOMA ","  2440 42ND NW ST, OKLAHOMA CITY , OK","OK",8,21,2002,-97.5561847,35.5143239
"OKLAHOMA ","  7512 BRADLEY N AVE, OKLAHOMA CITY , OK","OK",8,27,2002,-97.646459,35.4804474
"OKLAHOMA ","  611 6TH SW, OKLAHOMA CITY , OK","OK",9,2,2002,-97.5231994,35.4591702
"OKLAHOMA ","  2332 1/2 42ND SW, OKLAHOMA CITY , OK","OK",9,10,2002,-97.5538881,35.4224727
"OKLAHOMA ","  2936 65 NW, OKLAHOMA CITY , OK","OK",9,13,2002,-97.567342,35.538098
"OKLAHOMA ","  3713 28 NW, OKLAHOMA CITY , OK","OK",9,19,2002,-97.5840751,35.4980953
"OKLAHOMA ","  2237 12 NW, OKLAHOMA CITY , OK","OK",9,20,2002,-97.551619,35.4821219
"OKLAHOMA ","  17 GRAND SE, OKLAHOMA CITY , OK","OK",9,27,2002,-97.511641,35.428592
"OKLAHOMA ","  1711 BLACKWELDER N, OKLAHOMA CITY , OK","OK",9,27,2002,-97.5383428,35.486097
"OKLAHOMA ","  2109 117TH NW ST, OKLAHOMA CITY , OK","OK",9,29,2002,-97.549882,35.58936
"OKLAHOMA ","  8521 DREXEL S AVE, OKLAHOMA CITY , OK","OK",10,1,2002,-97.570389,35.382356
"OKLAHOMA ","  923 64 NE, OKLAHOMA CITY , OK","OK",10,2,2002,-97.495005,35.537841
"OKLAHOMA ","  8917 SOWELL  RD, OKLAHOMA CITY , OK","OK",10,4,2002,-97.2294189,35.377766
"OKLAHOMA ","  2809 80TH SW ST, OKLAHOMA CITY , OK","OK",10,8,2002,-97.5632647,35.3859352
"OKLAHOMA ","  4000 POST S  A, OKLAHOMA CITY , OK","OK",10,10,2002,-97.3531552,35.4259341
"OKLAHOMA ","  4317 22ND SW ST 1909, OKLAHOMA CITY , OK","OK",10,12,2002,-97.5950883,35.4432005
"OKLAHOMA ","  1511 27TH SW ST, OKLAHOMA CITY , OK","OK",10,19,2002,-97.544047,35.4375969
"OKLAHOMA ","  1401 STRAKA  TER, OKLAHOMA CITY , OK","OK",11,1,2002,-97.5425869,35.3863685
"OKLAHOMA ","  4301 KELLY N AVE, OKLAHOMA CITY , OK","OK",11,5,2002,-97.4948426,35.5153433
"OKLAHOMA ","  2936 65TH NW, OKLAHOMA CITY , OK","OK",11,8,2002,-97.567342,35.538098
"OKLAHOMA ","  641 36TH SE, OKLAHOMA CITY , OK","OK",11,16,2002,-97.5022705,35.5077961
"OKLAHOMA ","  1244 20TH SE, OKLAHOMA CITY , OK","OK",11,17,2002,-97.4877896,35.4439849
"OKLAHOMA ","  913 KLIEN N, OKLAHOMA CITY , OK","OK",11,18,2002,-97.532162,35.477366
"OKLAHOMA ","  3300 HIGHLAND PARK  DR, OKLAHOMA CITY , OK","OK",12,1,2002,-97.5540873,35.6020044
"OKLAHOMA ","  2605 50TH NW, OKLAHOMA CITY , OK","OK",12,2,2002,-97.5592431,35.5224203
"OKLAHOMA ","  925 ROCKWELL N AVE 35, OKLAHOMA CITY , OK","OK",12,9,2002,-97.6366703,35.4774355
